l,volume,execution_time,id,provider,score_obtained,score_max,status,ai_answer,correct_answer,error,label,latency,mismatches,system_prompt,type,tac_id,model_id
194,12,2026-01-03 04:57:25,Q2-2,Gemini,12,12,PERFECT,"{""rows"":[{""date"":""×1/4/1"",""description"":""前期繰越"",""debit"":21330000,""credit"":null},{""date"":""×1/4/1"",""description"":""その他有価証券評価差額金"",""debit"":null,""credit"":2330000},{""date"":""×1/5/10"",""description"":""普通預金"",""debit"":1250000,""credit"":null},{""date"":""×1/11/20"",""description"":""当座預金"",""debit"":null,""credit"":1337500},{""date"":""×1/7/15"",""description"":""普通預金"",""debit"":3200000,""credit"":null},{""date"":""×1/12/31"",""description"":""当座預金"",""debit"":null,""credit"":2500000},{""date"":""×2/3/31"",""description"":""普通預金"",""debit"":31500000,""credit"":null},{""date"":""×2/3/31"",""description"":""子会社株式"",""debit"":null,""credit"":31500000},{""date"":""×2/3/31"",""description"":""その他有価証券評価差額金"",""debit"":4262500,""credit"":null},{""date"":""×2/3/31"",""description"":""次期繰越"",""debit"":null,""credit"":23875000}]}","[{""rows"":[{""date"":""×1/4/1"",""description"":""前期繰越"",""debit"":21330000,""credit"":null,""score"":2},{""date"":""×1/5/10"",""description"":""普通預金"",""debit"":1250000,""credit"":null,""score"":0},{""date"":""×1/7/15"",""description"":""普通預金"",""debit"":3200000,""credit"":null,""score"":0},{""date"":""×2/3/31"",""description"":""普通預金"",""debit"":31500000,""credit"":null,""score"":0},{""date"":""×2/3/31"",""description"":""その他有価証券評価差額金"",""debit"":4262500,""credit"":null,""score"":2},{""date"":""×1/4/1"",""description"":""その他有価証券評価差額金"",""debit"":null,""credit"":2330000,""score"":2},{""date"":""×1/11/20"",""description"":""当座預金"",""debit"":null,""credit"":1337500,""score"":2},{""date"":""×1/12/31"",""description"":""当座預金"",""debit"":null,""credit"":2500000,""score"":0},{""date"":""×2/3/31"",""description"":""子会社株式"",""debit"":null,""credit"":31500000,""score"":2},{""date"":""×2/3/31"",""description"":""次期繰越"",""debit"":null,""credit"":23875000,""score"":2}]}]",,第2問 (設問1) その他有価証券,78958,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,LEDGER,grade2_volume12,gemini-3-pro-preview
195,12,2026-01-03 06:49:12,Q2-2,Gemini,12,12,PERFECT,"{""rows"":[{""date"":""×1/4/1"",""description"":""前期繰越"",""debit"":21330000,""credit"":null},{""date"":""×1/5/10"",""description"":""普通預金"",""debit"":1250000,""credit"":null},{""date"":""×1/7/15"",""description"":""普通預金"",""debit"":3200000,""credit"":null},{""date"":""×2/3/31"",""description"":""普通預金"",""debit"":31500000,""credit"":null},{""date"":""×2/3/31"",""description"":""その他有価証券評価差額金"",""debit"":4262500,""credit"":null},{""date"":""×1/4/1"",""description"":""その他有価証券評価差額金"",""debit"":null,""credit"":2330000},{""date"":""×1/11/20"",""description"":""当座預金"",""debit"":null,""credit"":1337500},{""date"":""×1/12/31"",""description"":""当座預金"",""debit"":null,""credit"":2500000},{""date"":""×2/3/31"",""description"":""子会社株式"",""debit"":null,""credit"":31500000},{""date"":""×2/3/31"",""description"":""次期繰越"",""debit"":null,""credit"":23875000}]}","[{""rows"":[{""date"":""×1/4/1"",""description"":""前期繰越"",""debit"":21330000,""credit"":null,""score"":2},{""date"":""×1/5/10"",""description"":""普通預金"",""debit"":1250000,""credit"":null,""score"":0},{""date"":""×1/7/15"",""description"":""普通預金"",""debit"":3200000,""credit"":null,""score"":0},{""date"":""×2/3/31"",""description"":""普通預金"",""debit"":31500000,""credit"":null,""score"":0},{""date"":""×2/3/31"",""description"":""その他有価証券評価差額金"",""debit"":4262500,""credit"":null,""score"":2},{""date"":""×1/4/1"",""description"":""その他有価証券評価差額金"",""debit"":null,""credit"":2330000,""score"":2},{""date"":""×1/11/20"",""description"":""当座預金"",""debit"":null,""credit"":1337500,""score"":2},{""date"":""×1/12/31"",""description"":""当座預金"",""debit"":null,""credit"":2500000,""score"":0},{""date"":""×2/3/31"",""description"":""子会社株式"",""debit"":null,""credit"":31500000,""score"":2},{""date"":""×2/3/31"",""description"":""次期繰越"",""debit"":null,""credit"":23875000,""score"":2}]}]",,第2問 (設問1) その他有価証券,119176,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,LEDGER,grade2_volume12,gemini-3-pro-preview
196,12,2026-01-03 04:45:25,Q2-2,OpenAI,2,12,PARTIAL,"{""rows"":[{""date"":""×1/4/1"",""description"":""前期繰越"",""debit"":19000000,""credit"":null},{""date"":""×1/5/10"",""description"":""普通預金"",""debit"":1250000,""credit"":null},{""date"":""×1/7/15"",""description"":""普通預金"",""debit"":3200000,""credit"":null},{""date"":""×2/3/31"",""description"":""普通預金"",""debit"":31500000,""credit"":null},{""date"":""×2/3/31"",""description"":""その他有価証券評価差額金"",""debit"":1210000,""credit"":null},{""date"":""×1/4/1"",""description"":""その他有価証券評価差額金"",""debit"":null,""credit"":1330000},{""date"":""×1/11/20"",""description"":""当座預金"",""debit"":null,""credit"":1625000},{""date"":""×1/12/31"",""description"":""当座預金"",""debit"":null,""credit"":2500000},{""date"":""×2/3/31"",""description"":""子会社株式"",""debit"":null,""credit"":31500000},{""date"":""×2/3/31"",""description"":""次期繰越"",""debit"":null,""credit"":16935000}]}","[{""rows"":[{""date"":""×1/4/1"",""description"":""前期繰越"",""debit"":21330000,""credit"":null,""score"":2},{""date"":""×1/5/10"",""description"":""普通預金"",""debit"":1250000,""credit"":null,""score"":0},{""date"":""×1/7/15"",""description"":""普通預金"",""debit"":3200000,""credit"":null,""score"":0},{""date"":""×2/3/31"",""description"":""普通預金"",""debit"":31500000,""credit"":null,""score"":0},{""date"":""×2/3/31"",""description"":""その他有価証券評価差額金"",""debit"":4262500,""credit"":null,""score"":2},{""date"":""×1/4/1"",""description"":""その他有価証券評価差額金"",""debit"":null,""credit"":2330000,""score"":2},{""date"":""×1/11/20"",""description"":""当座預金"",""debit"":null,""credit"":1337500,""score"":2},{""date"":""×1/12/31"",""description"":""当座預金"",""debit"":null,""credit"":2500000,""score"":0},{""date"":""×2/3/31"",""description"":""子会社株式"",""debit"":null,""credit"":31500000,""score"":2},{""date"":""×2/3/31"",""description"":""次期繰越"",""debit"":null,""credit"":23875000,""score"":2}]}]",,第2問 (設問1) その他有価証券,3001,"[""Mismatch in Ledger: Row not found or incorrect: {\""date\"":\""×1/4/1\"",\""description\"":\""前期繰越\"",\""debit\"":21330000}"",""Mismatch in Ledger: Row not found or incorrect: {\""date\"":\""×2/3/31\"",\""description\"":\""その他有価証券評価差額金\"",\""debit\"":4262500}"",""Mismatch in Ledger: Row not found or incorrect: {\""date\"":\""×1/4/1\"",\""description\"":\""その他有価証券評価差額金\"",\""credit\"":2330000}"",""Mismatch in Ledger: Row not found or incorrect: {\""date\"":\""×1/11/20\"",\""description\"":\""当座預金\"",\""credit\"":1337500}"",""Mismatch in Ledger: Row not found or incorrect: {\""date\"":\""×2/3/31\"",\""description\"":\""次期繰越\"",\""credit\"":23875000}""]",あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,LEDGER,grade2_volume12,gpt-5.2
197,12,2026-01-03 04:57:25,Q2-2,OpenAI,2,12,PARTIAL,"{""rows"":[{""date"":""×1/4/1"",""description"":""前期繰越"",""debit"":19000000,""credit"":null},{""date"":""×1/5/10"",""description"":""普通預金"",""debit"":1250000,""credit"":null},{""date"":""×1/7/15"",""description"":""普通預金"",""debit"":3200000,""credit"":null},{""date"":""×2/3/31"",""description"":""普通預金"",""debit"":31500000,""credit"":null},{""date"":""×2/3/31"",""description"":""その他有価証券評価差額金"",""debit"":1832500,""credit"":null},{""date"":""×1/4/1"",""description"":""その他有価証券評価差額金"",""debit"":null,""credit"":2300000},{""date"":""×1/11/20"",""description"":""当座預金"",""debit"":null,""credit"":1262500},{""date"":""×1/12/31"",""description"":""当座預金"",""debit"":null,""credit"":2498750},{""date"":""×2/3/31"",""description"":""子会社株式"",""debit"":null,""credit"":31500000},{""date"":""×2/3/31"",""description"":""次期繰越"",""debit"":null,""credit"":21121250}]}","[{""rows"":[{""date"":""×1/4/1"",""description"":""前期繰越"",""debit"":21330000,""credit"":null,""score"":2},{""date"":""×1/5/10"",""description"":""普通預金"",""debit"":1250000,""credit"":null,""score"":0},{""date"":""×1/7/15"",""description"":""普通預金"",""debit"":3200000,""credit"":null,""score"":0},{""date"":""×2/3/31"",""description"":""普通預金"",""debit"":31500000,""credit"":null,""score"":0},{""date"":""×2/3/31"",""description"":""その他有価証券評価差額金"",""debit"":4262500,""credit"":null,""score"":2},{""date"":""×1/4/1"",""description"":""その他有価証券評価差額金"",""debit"":null,""credit"":2330000,""score"":2},{""date"":""×1/11/20"",""description"":""当座預金"",""debit"":null,""credit"":1337500,""score"":2},{""date"":""×1/12/31"",""description"":""当座預金"",""debit"":null,""credit"":2500000,""score"":0},{""date"":""×2/3/31"",""description"":""子会社株式"",""debit"":null,""credit"":31500000,""score"":2},{""date"":""×2/3/31"",""description"":""次期繰越"",""debit"":null,""credit"":23875000,""score"":2}]}]",,第2問 (設問1) その他有価証券,4816,"[""Mismatch in Ledger: Row not found or incorrect: {\""date\"":\""×1/4/1\"",\""description\"":\""前期繰越\"",\""debit\"":21330000}"",""Mismatch in Ledger: Row not found or incorrect: {\""date\"":\""×2/3/31\"",\""description\"":\""その他有価証券評価差額金\"",\""debit\"":4262500}"",""Mismatch in Ledger: Row not found or incorrect: {\""date\"":\""×1/4/1\"",\""description\"":\""その他有価証券評価差額金\"",\""credit\"":2330000}"",""Mismatch in Ledger: Row not found or incorrect: {\""date\"":\""×1/11/20\"",\""description\"":\""当座預金\"",\""credit\"":1337500}"",""Mismatch in Ledger: Row not found or incorrect: {\""date\"":\""×2/3/31\"",\""description\"":\""次期繰越\"",\""credit\"":23875000}""]",あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,LEDGER,grade2_volume12,gpt-5.2
198,12,2026-01-03 06:49:12,Q2-2,OpenAI,4,12,PARTIAL,"{""rows"":[{""date"":""×1/4/1"",""description"":""前期繰越"",""debit"":19000000,""credit"":null},{""date"":""×1/5/10"",""description"":""普通預金"",""debit"":1250000,""credit"":null},{""date"":""×1/7/15"",""description"":""普通預金"",""debit"":3200000,""credit"":null},{""date"":""×2/3/31"",""description"":""普通預金"",""debit"":31500000,""credit"":null},{""date"":""×2/3/31"",""description"":""その他有価証券評価差額金"",""debit"":4287500,""credit"":null},{""date"":""×1/4/1"",""description"":""その他有価証券評価差額金"",""debit"":null,""credit"":2330000},{""date"":""×1/11/20"",""description"":""当座預金"",""debit"":null,""credit"":1866667},{""date"":""×1/12/31"",""description"":""当座預金"",""debit"":null,""credit"":2500000},{""date"":""×2/3/31"",""description"":""子会社株式"",""debit"":null,""credit"":31500000},{""date"":""×2/3/31"",""description"":""次期繰越"",""debit"":null,""credit"":21120833}]}","[{""rows"":[{""date"":""×1/4/1"",""description"":""前期繰越"",""debit"":21330000,""credit"":null,""score"":2},{""date"":""×1/5/10"",""description"":""普通預金"",""debit"":1250000,""credit"":null,""score"":0},{""date"":""×1/7/15"",""description"":""普通預金"",""debit"":3200000,""credit"":null,""score"":0},{""date"":""×2/3/31"",""description"":""普通預金"",""debit"":31500000,""credit"":null,""score"":0},{""date"":""×2/3/31"",""description"":""その他有価証券評価差額金"",""debit"":4262500,""credit"":null,""score"":2},{""date"":""×1/4/1"",""description"":""その他有価証券評価差額金"",""debit"":null,""credit"":2330000,""score"":2},{""date"":""×1/11/20"",""description"":""当座預金"",""debit"":null,""credit"":1337500,""score"":2},{""date"":""×1/12/31"",""description"":""当座預金"",""debit"":null,""credit"":2500000,""score"":0},{""date"":""×2/3/31"",""description"":""子会社株式"",""debit"":null,""credit"":31500000,""score"":2},{""date"":""×2/3/31"",""description"":""次期繰越"",""debit"":null,""credit"":23875000,""score"":2}]}]",,第2問 (設問1) その他有価証券,5522,"[""Mismatch in Ledger: Row not found or incorrect: {\""date\"":\""×1/4/1\"",\""description\"":\""前期繰越\"",\""debit\"":21330000}"",""Mismatch in Ledger: Row not found or incorrect: {\""date\"":\""×2/3/31\"",\""description\"":\""その他有価証券評価差額金\"",\""debit\"":4262500}"",""Mismatch in Ledger: Row not found or incorrect: {\""date\"":\""×1/11/20\"",\""description\"":\""当座預金\"",\""credit\"":1337500}"",""Mismatch in Ledger: Row not found or incorrect: {\""date\"":\""×2/3/31\"",\""description\"":\""次期繰越\"",\""credit\"":23875000}""]",あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,LEDGER,grade2_volume12,gpt-5.2
199,12,2026-01-03 04:45:25,Q2-3,Gemini,2,2,PERFECT,"{""value"":900000}","[{""value"":900000}]",,第2問 (設問2) のれんの金額,11984,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,VALUE,grade2_volume12,gemini-3-pro-preview
200,12,2026-01-03 04:57:25,Q2-3,Gemini,2,2,PERFECT,"{""value"":900000}","[{""value"":900000}]",,第2問 (設問2) のれんの金額,10375,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,VALUE,grade2_volume12,gemini-3-pro-preview
201,12,2026-01-03 06:49:12,Q2-3,Gemini,2,2,PERFECT,"{""value"":900000}","[{""value"":900000}]",,第2問 (設問2) のれんの金額,11124,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,VALUE,grade2_volume12,gemini-3-pro-preview
202,12,2026-01-03 04:45:25,Q2-3,OpenAI,0,2,FAIL,"{""value"":1170000}","[{""value"":900000}]",,第2問 (設問2) のれんの金額,1497,"[""Expected 900000, got 1170000""]",あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,VALUE,grade2_volume12,gpt-5.2
203,12,2026-01-03 04:57:25,Q2-3,OpenAI,0,2,FAIL,"{""value"":3000000}","[{""value"":900000}]",,第2問 (設問2) のれんの金額,996,"[""Expected 900000, got 3000000""]",あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,VALUE,grade2_volume12,gpt-5.2
204,12,2026-01-03 06:49:12,Q2-3,OpenAI,0,2,FAIL,"{""value"":1890000}","[{""value"":900000}]",,第2問 (設問2) のれんの金額,1222,"[""Expected 900000, got 1890000""]",あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,VALUE,grade2_volume12,gpt-5.2
205,12,2026-01-03 04:45:25,Q3,Gemini,20,20,PERFECT,"{""rows"":[{""account"":""現金及び預金"",""debit"":null,""credit"":847000},{""account"":""電子記録債権"",""debit"":350000,""credit"":null},{""account"":""電子記録債権貸倒引当金"",""debit"":-7000,""credit"":343000},{""account"":""売掛金"",""debit"":400000,""credit"":null},{""account"":""売掛金貸倒引当金"",""debit"":-8000,""credit"":392000},{""account"":""有価証券"",""debit"":null,""credit"":1360000},{""account"":""商品"",""debit"":null,""credit"":2461000},{""account"":""前払費用"",""debit"":null,""credit"":240000},{""account"":""流動資産合計"",""debit"":null,""credit"":5643000},{""account"":""建物"",""debit"":13190000,""credit"":null},{""account"":""建物減価償却累計額"",""debit"":-4450000,""credit"":8740000},{""account"":""備品"",""debit"":3240000,""credit"":null},{""account"":""備品減価償却累計額"",""debit"":-1417500,""credit"":1822500},{""account"":""土地"",""debit"":null,""credit"":24000000},{""account"":""商標権"",""debit"":null,""credit"":682500},{""account"":""投資有価証券"",""debit"":null,""credit"":1970000},{""account"":""長期前払費用"",""debit"":null,""credit"":280000},{""account"":""固定資産合計"",""debit"":null,""credit"":37495000},{""account"":""資産合計"",""debit"":null,""credit"":43138000},{""account"":""買掛金"",""debit"":null,""credit"":720000},{""account"":""契約負債"",""debit"":null,""credit"":200000},{""account"":""流動負債合計"",""debit"":null,""credit"":920000},{""account"":""長期借入金"",""debit"":null,""credit"":20000000},{""account"":""固定負債合計"",""debit"":null,""credit"":20000000},{""account"":""負債合計"",""debit"":null,""credit"":20920000},{""account"":""資本金"",""debit"":null,""credit"":15000000},{""account"":""利益準備金"",""debit"":3268000,""credit"":null},{""account"":""その他利益剰余金"",""debit"":null,""credit"":null},{""account"":""繰越利益剰余金"",""debit"":3950000,""credit"":7218000},{""account"":""株主資本合計"",""debit"":null,""credit"":22218000},{""account"":""純資産合計"",""debit"":null,""credit"":22218000},{""account"":""負債及び純資産合計"",""debit"":null,""credit"":43138000}]}","[{""rows"":[{""account"":""現金及び預金"",""debit"":null,""credit"":847000,""score"":0},{""account"":""電子記録債権"",""debit"":350000,""credit"":null,""score"":0},{""account"":""電子記録債権貸倒引当金"",""debit"":-7000,""credit"":343000,""score"":2},{""account"":""売掛金"",""debit"":400000,""credit"":null,""score"":0},{""account"":""売掛金貸倒引当金"",""debit"":-8000,""credit"":392000,""score"":2},{""account"":""有価証券"",""debit"":null,""credit"":1360000,""score"":2},{""account"":""商品"",""debit"":null,""credit"":2461000,""score"":2},{""account"":""前払費用"",""debit"":null,""credit"":240000,""score"":0},{""account"":""流動資産合計"",""debit"":null,""credit"":5643000,""score"":0},{""account"":""建物"",""debit"":13190000,""credit"":null,""score"":0},{""account"":""建物減価償却累計額"",""debit"":-4450000,""credit"":8740000,""score"":2},{""account"":""備品"",""debit"":3240000,""credit"":null,""score"":0},{""account"":""備品減価償却累計額"",""debit"":-1417500,""credit"":1822500,""score"":2},{""account"":""土地"",""debit"":null,""credit"":24000000,""score"":0},{""account"":""商標権"",""debit"":null,""credit"":682500,""score"":2},{""account"":""投資有価証券"",""debit"":null,""credit"":1970000,""score"":2},{""account"":""長期前払費用"",""debit"":null,""credit"":280000,""score"":2},{""account"":""固定資産合計"",""debit"":null,""credit"":37495000,""score"":0},{""account"":""資産合計"",""debit"":null,""credit"":43138000,""score"":0},{""account"":""買掛金"",""debit"":null,""credit"":720000,""score"":0},{""account"":""契約負債"",""debit"":null,""credit"":200000,""score"":2},{""account"":""流動負債合計"",""debit"":null,""credit"":920000,""score"":0},{""account"":""長期借入金"",""debit"":null,""credit"":20000000,""score"":0},{""account"":""固定負債合計"",""debit"":null,""credit"":20000000,""score"":0},{""account"":""負債合計"",""debit"":null,""credit"":20920000,""score"":0},{""account"":""資本金"",""debit"":null,""credit"":15000000,""score"":0},{""account"":""利益準備金"",""debit"":3268000,""credit"":0,""score"":0},{""account"":""繰越利益剰余金"",""debit"":3950000,""credit"":7218000,""score"":0},{""account"":""株主資本合計"",""debit"":null,""credit"":22218000,""score"":0},{""account"":""純資産合計"",""debit"":null,""credit"":22218000,""score"":0},{""account"":""負債及び純資産合計"",""debit"":null,""credit"":43138000,""score"":0}]}]",,第3問 貸借対照表,118991,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,FINANCIAL_STATEMENTS,grade2_volume12,gemini-3-pro-preview
206,12,2026-01-03 04:57:25,Q3,Gemini,20,20,PERFECT,"{""rows"":[{""account"":""現金及び預金"",""debit"":null,""credit"":847000},{""account"":""電子記録債権"",""debit"":350000,""credit"":null},{""account"":""電子記録債権貸倒引当金"",""debit"":-7000,""credit"":343000},{""account"":""売掛金"",""debit"":400000,""credit"":null},{""account"":""売掛金貸倒引当金"",""debit"":-8000,""credit"":392000},{""account"":""有価証券"",""debit"":null,""credit"":1360000},{""account"":""商品"",""debit"":null,""credit"":2461000},{""account"":""前払費用"",""debit"":null,""credit"":240000},{""account"":""流動資産合計"",""debit"":null,""credit"":5643000},{""account"":""建物"",""debit"":13190000,""credit"":null},{""account"":""建物減価償却累計額"",""debit"":-4450000,""credit"":8740000},{""account"":""備品"",""debit"":3240000,""credit"":null},{""account"":""備品減価償却累計額"",""debit"":-1417500,""credit"":1822500},{""account"":""土地"",""debit"":null,""credit"":24000000},{""account"":""商標権"",""debit"":null,""credit"":682500},{""account"":""投資有価証券"",""debit"":null,""credit"":1970000},{""account"":""長期前払費用"",""debit"":null,""credit"":280000},{""account"":""固定資産合計"",""debit"":null,""credit"":37495000},{""account"":""資産合計"",""debit"":null,""credit"":43138000},{""account"":""買掛金"",""debit"":null,""credit"":720000},{""account"":""契約負債"",""debit"":null,""credit"":200000},{""account"":""流動負債合計"",""debit"":null,""credit"":920000},{""account"":""長期借入金"",""debit"":null,""credit"":20000000},{""account"":""固定負債合計"",""debit"":null,""credit"":20000000},{""account"":""負債合計"",""debit"":null,""credit"":20920000},{""account"":""資本金"",""debit"":null,""credit"":15000000},{""account"":""利益準備金"",""debit"":3268000,""credit"":null},{""account"":""その他利益剰余金"",""debit"":null,""credit"":null},{""account"":""繰越利益剰余金"",""debit"":3950000,""credit"":7218000},{""account"":""株主資本合計"",""debit"":null,""credit"":22218000},{""account"":""純資産合計"",""debit"":null,""credit"":22218000},{""account"":""負債及び純資産合計"",""debit"":null,""credit"":43138000}]}","[{""rows"":[{""account"":""現金及び預金"",""debit"":null,""credit"":847000,""score"":0},{""account"":""電子記録債権"",""debit"":350000,""credit"":null,""score"":0},{""account"":""電子記録債権貸倒引当金"",""debit"":-7000,""credit"":343000,""score"":2},{""account"":""売掛金"",""debit"":400000,""credit"":null,""score"":0},{""account"":""売掛金貸倒引当金"",""debit"":-8000,""credit"":392000,""score"":2},{""account"":""有価証券"",""debit"":null,""credit"":1360000,""score"":2},{""account"":""商品"",""debit"":null,""credit"":2461000,""score"":2},{""account"":""前払費用"",""debit"":null,""credit"":240000,""score"":0},{""account"":""流動資産合計"",""debit"":null,""credit"":5643000,""score"":0},{""account"":""建物"",""debit"":13190000,""credit"":null,""score"":0},{""account"":""建物減価償却累計額"",""debit"":-4450000,""credit"":8740000,""score"":2},{""account"":""備品"",""debit"":3240000,""credit"":null,""score"":0},{""account"":""備品減価償却累計額"",""debit"":-1417500,""credit"":1822500,""score"":2},{""account"":""土地"",""debit"":null,""credit"":24000000,""score"":0},{""account"":""商標権"",""debit"":null,""credit"":682500,""score"":2},{""account"":""投資有価証券"",""debit"":null,""credit"":1970000,""score"":2},{""account"":""長期前払費用"",""debit"":null,""credit"":280000,""score"":2},{""account"":""固定資産合計"",""debit"":null,""credit"":37495000,""score"":0},{""account"":""資産合計"",""debit"":null,""credit"":43138000,""score"":0},{""account"":""買掛金"",""debit"":null,""credit"":720000,""score"":0},{""account"":""契約負債"",""debit"":null,""credit"":200000,""score"":2},{""account"":""流動負債合計"",""debit"":null,""credit"":920000,""score"":0},{""account"":""長期借入金"",""debit"":null,""credit"":20000000,""score"":0},{""account"":""固定負債合計"",""debit"":null,""credit"":20000000,""score"":0},{""account"":""負債合計"",""debit"":null,""credit"":20920000,""score"":0},{""account"":""資本金"",""debit"":null,""credit"":15000000,""score"":0},{""account"":""利益準備金"",""debit"":3268000,""credit"":0,""score"":0},{""account"":""繰越利益剰余金"",""debit"":3950000,""credit"":7218000,""score"":0},{""account"":""株主資本合計"",""debit"":null,""credit"":22218000,""score"":0},{""account"":""純資産合計"",""debit"":null,""credit"":22218000,""score"":0},{""account"":""負債及び純資産合計"",""debit"":null,""credit"":43138000,""score"":0}]}]",,第3問 貸借対照表,115637,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,FINANCIAL_STATEMENTS,grade2_volume12,gemini-3-pro-preview
